date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:21:07	2030/2030	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Mar%202007%2011:49:51%20GMT	http://www.premioartecultura.it/img/hp_bagnaia_r19_c4.jpg	www.premioartecultura.it/img/hp_bagnaia_r19_c4.jpg	(from http://www.premioartecultura.it/)
22:21:08	2715/2715	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Mar%202007%2011:49:52%20GMT	http://www.premioartecultura.it/img/hp_bagnaia_r20_c4.jpg	www.premioartecultura.it/img/hp_bagnaia_r20_c4.jpg	(from http://www.premioartecultura.it/)
22:21:09	1408/1408	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20May%202011%2008:09:45%20GMT	http://www.premioartecultura.it/img/2011.jpg	www.premioartecultura.it/img/2011.jpg	(from http://www.premioartecultura.it/)
22:21:10	13303/13303	---M--	200	added ('OK')	text/html	date:Mon,%2023%20May%202011%2014:16:56%20GMT	http://www.premioartecultura.it/presentazione11.htm	www.premioartecultura.it/presentazione11.html	(from http://www.premioartecultura.it/)
22:21:11	226/226	---M--	200	added ('OK')	image/gif	date:Tue,%2027%20Mar%202007%2011:49:55%20GMT	http://www.premioartecultura.it/img/hp_bagnaia_r4_c5.gif	www.premioartecultura.it/img/hp_bagnaia_r4_c5.gif	(from http://www.premioartecultura.it/)
22:21:12	11593/11593	---M--	200	added ('OK')	text/html	date:Mon,%2023%20May%202011%2014:16:57%20GMT	http://www.premioartecultura.it/regolamento11.htm	www.premioartecultura.it/regolamento11.html	(from http://www.premioartecultura.it/)
22:21:13	217/217	---M--	200	added ('OK')	image/gif	date:Tue,%2027%20Mar%202007%2011:49:56%20GMT	http://www.premioartecultura.it/img/hp_bagnaia_r6_c5.gif	www.premioartecultura.it/img/hp_bagnaia_r6_c5.gif	(from http://www.premioartecultura.it/)
22:21:14	9006/9006	---M--	200	added ('OK')	text/html	date:Mon,%2023%20May%202011%2014:16:53%20GMT	http://www.premioartecultura.it/comitato11.htm	www.premioartecultura.it/comitato11.html	(from http://www.premioartecultura.it/)
22:21:15	200/200	---M--	200	added ('OK')	image/gif	date:Tue,%2027%20Mar%202007%2011:49:43%20GMT	http://www.premioartecultura.it/img/comitato.gif	www.premioartecultura.it/img/comitato.gif	(from http://www.premioartecultura.it/)
22:21:16	9720/9720	---M--	200	added ('OK')	text/html	date:Mon,%2023%20May%202011%2014:16:55%20GMT	http://www.premioartecultura.it/messaggi11.htm	www.premioartecultura.it/messaggi11.html	(from http://www.premioartecultura.it/)
22:21:17	169/169	---M--	200	added ('OK')	image/gif	date:Sun,%2017%20May%202009%2000:11:31%20GMT	http://www.premioartecultura.it/img/messaggi.gif	www.premioartecultura.it/img/messaggi.gif	(from http://www.premioartecultura.it/)
22:21:18	8958/8958	---M--	200	added ('OK')	text/html	date:Mon,%2023%20May%202011%2014:16:55%20GMT	http://www.premioartecultura.it/patrocini11.htm	www.premioartecultura.it/patrocini11.html	(from http://www.premioartecultura.it/)
22:21:19	158/158	---M--	200	added ('OK')	image/gif	date:Sun,%2017%20May%202009%2000:11:27%20GMT	http://www.premioartecultura.it/img/hp_bagnaia_r17_c5.gif	www.premioartecultura.it/img/hp_bagnaia_r17_c5.gif	(from http://www.premioartecultura.it/)
22:21:20	10137/10137	---M--	200	added ('OK')	text/html	date:Mon,%2023%20May%202011%2014:16:57%20GMT	http://www.premioartecultura.it/vincitore11.htm	www.premioartecultura.it/vincitore11.html	(from http://www.premioartecultura.it/)
22:21:21	160/160	---M--	200	added ('OK')	image/gif	date:Tue,%2027%20Mar%202007%2011:49:49%20GMT	http://www.premioartecultura.it/img/hp_bagnaia_r15_c5.gif	www.premioartecultura.it/img/hp_bagnaia_r15_c5.gif	(from http://www.premioartecultura.it/)
22:21:22	11383/11383	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:11:35%20GMT	http://www.premioartecultura.it/premio09.htm	www.premioartecultura.it/premio09.html	(from http://www.premioartecultura.it/)
22:21:23	2653/2653	---M--	200	added ('OK')	text/html	date:Mon,%2023%20May%202011%2014:16:54%20GMT	http://www.premioartecultura.it/galley11_c.htm	www.premioartecultura.it/galley11_c.html	(from http://www.premioartecultura.it/)
22:21:24	161/161	---M--	200	added ('OK')	image/gif	date:Tue,%2027%20Mar%202007%2011:49:48%20GMT	http://www.premioartecultura.it/img/hp_bagnaia_r12_c5.gif	www.premioartecultura.it/img/hp_bagnaia_r12_c5.gif	(from http://www.premioartecultura.it/)
22:21:25	11388/11388	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:10:47%20GMT	http://www.premioartecultura.it/biografia_premio09.htm	www.premioartecultura.it/biografia_premio09.html	(from http://www.premioartecultura.it/)
22:21:28	2005/2005	---M--	200	added ('OK')	image/gif	date:Tue,%2027%20Mar%202007%2011:49:53%20GMT	http://www.premioartecultura.it/img/hp_bagnaia_r23_c6.gif	www.premioartecultura.it/img/hp_bagnaia_r23_c6.gif	(from http://www.premioartecultura.it/)
22:21:30	6152/6152	---M--	200	added ('OK')	image/gif	date:Tue,%2027%20Mar%202007%2011:49:54%20GMT	http://www.premioartecultura.it/img/hp_bagnaia_r24_c6.gif	www.premioartecultura.it/img/hp_bagnaia_r24_c6.gif	(from http://www.premioartecultura.it/)
22:21:31	2162/2162	---M--	200	added ('OK')	image/gif	date:Fri,%2013%20May%202011%2008:10:03%20GMT	http://www.premioartecultura.it/img/hp_bagnaia_r29_c4.gif	www.premioartecultura.it/img/hp_bagnaia_r29_c4.gif	(from http://www.premioartecultura.it/)
22:21:31	3689/3689	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20May%202009%2000:11:34%20GMT	http://www.premioartecultura.it/img/presentaziones.jpg	www.premioartecultura.it/img/presentaziones.jpg	(from http://www.premioartecultura.it/index03.htm)
22:21:33	77360/77360	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20May%202011%2010:51:35%20GMT	http://www.premioartecultura.it/img/hp_2011.jpg	www.premioartecultura.it/img/hp_2011.jpg	(from http://www.premioartecultura.it/)
22:21:33	2871/2871	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20May%202009%2000:11:26%20GMT	http://www.premioartecultura.it/img/edizione2009.jpg	www.premioartecultura.it/img/edizione2009.jpg	(from http://www.premioartecultura.it/index03.htm)
22:21:33	1555/1555	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Mar%202007%2011:49:58%20GMT	http://www.premioartecultura.it/img/hp_r2_c5_03.jpg	www.premioartecultura.it/img/hp_r2_c5_03.jpg	(from http://www.premioartecultura.it/index03.htm)
22:21:33	7879/7879	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:10:54%20GMT	http://www.premioartecultura.it/comitato03.htm	www.premioartecultura.it/comitato03.html	(from http://www.premioartecultura.it/index03.htm)
22:21:34	7686/7686	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:11:20%20GMT	http://www.premioartecultura.it/patrocini03.htm	www.premioartecultura.it/patrocini03.html	(from http://www.premioartecultura.it/index03.htm)
22:21:35	222/222	---M--	200	added ('OK')	image/gif	date:Sun,%2017%20May%202009%2000:11:31%20GMT	http://www.premioartecultura.it/img/patr03.gif	www.premioartecultura.it/img/patr03.gif	(from http://www.premioartecultura.it/index03.htm)
22:21:36	11437/11437	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:11:31%20GMT	http://www.premioartecultura.it/premio03.htm	www.premioartecultura.it/premio03.html	(from http://www.premioartecultura.it/index03.htm)
22:21:37	148/148	---M--	200	added ('OK')	image/gif	date:Tue,%2004%20Nov%202008%2012:08:20%20GMT	http://www.premioartecultura.it/img/premio.gif	www.premioartecultura.it/img/premio.gif	(from http://www.premioartecultura.it/index03.htm)
22:21:38	8896/8896	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:11:28%20GMT	http://www.premioartecultura.it/premi03.htm	www.premioartecultura.it/premi03.html	(from http://www.premioartecultura.it/index03.htm)
22:21:39	2655/2655	---M--	200	added ('OK')	text/html	date:Sun,%2017%20May%202009%2000:12:17%20GMT	http://www.premioartecultura.it/galley03_c.htm	www.premioartecultura.it/galley03_c.html	(from http://www.premioartecultura.it/index03.htm)
22:21:40	2653/2653	---M--	200	added ('OK')	text/html	date:Sun,%2017%20May%202009%2000:12:16%20GMT	http://www.premioartecultura.it/galley03.htm	www.premioartecultura.it/galley03.html	(from http://www.premioartecultura.it/index03.htm)
22:21:41	149/149	---M--	200	added ('OK')	image/gif	date:Tue,%2027%20Mar%202007%2011:49:47%20GMT	http://www.premioartecultura.it/img/hp_bagnaia_r10_c5.gif	www.premioartecultura.it/img/hp_bagnaia_r10_c5.gif	(from http://www.premioartecultura.it/index03.htm)
22:21:44	2952/2952	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20May%202009%2000:11:21%20GMT	http://www.premioartecultura.it/img/edizione2004s.jpg	www.premioartecultura.it/img/edizione2004s.jpg	(from http://www.premioartecultura.it/index04.htm)
22:21:45	1551/1551	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Mar%202007%2011:49:34%20GMT	http://www.premioartecultura.it/img/2004.jpg	www.premioartecultura.it/img/2004.jpg	(from http://www.premioartecultura.it/index04.htm)
22:21:46	11256/11256	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:11:36%20GMT	http://www.premioartecultura.it/presentazione04.htm	www.premioartecultura.it/presentazione04.html	(from http://www.premioartecultura.it/index04.htm)
22:21:47	71001/71001	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Mar%202007%2011:50:03%20GMT	http://www.premioartecultura.it/img/premio03.jpg	www.premioartecultura.it/img/premio03.jpg	(from http://www.premioartecultura.it/index03.htm)
22:21:47	14459/14459	---M--	200	added ('OK')	text/html	date:Fri,%2003%20Oct%202008%2014:07:19%20GMT	http://www.premioartecultura.it/regolamento04.htm	www.premioartecultura.it/regolamento04.html	(from http://www.premioartecultura.it/index04.htm)
22:21:48	8363/8363	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:11:05%20GMT	http://www.premioartecultura.it/giuria04.htm	www.premioartecultura.it/giuria04.html	(from http://www.premioartecultura.it/index04.htm)
22:21:49	144/144	---M--	200	added ('OK')	image/gif	date:Tue,%2027%20Mar%202007%2011:49:57%20GMT	http://www.premioartecultura.it/img/hp_bagnaia_r8_c5.gif	www.premioartecultura.it/img/hp_bagnaia_r8_c5.gif	(from http://www.premioartecultura.it/index04.htm)
22:21:49	8678/8678	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:10:55%20GMT	http://www.premioartecultura.it/comitato04.htm	www.premioartecultura.it/comitato04.html	(from http://www.premioartecultura.it/index04.htm)
22:21:50	8624/8624	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:11:21%20GMT	http://www.premioartecultura.it/patrocini04.htm	www.premioartecultura.it/patrocini04.html	(from http://www.premioartecultura.it/index04.htm)
22:21:51	13540/13540	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:11:48%20GMT	http://www.premioartecultura.it/vincitore04.htm	www.premioartecultura.it/vincitore04.html	(from http://www.premioartecultura.it/index04.htm)
22:21:53	23344/23344	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:11:29%20GMT	http://www.premioartecultura.it/premi04.htm	www.premioartecultura.it/premi04.html	(from http://www.premioartecultura.it/index04.htm)
22:21:53	142/142	---M--	200	added ('OK')	image/gif	date:Tue,%2027%20Mar%202007%2011:49:49%20GMT	http://www.premioartecultura.it/img/hp_bagnaia_r13_c5.gif	www.premioartecultura.it/img/hp_bagnaia_r13_c5.gif	(from http://www.premioartecultura.it/index04.htm)
22:21:54	2655/2655	---M--	200	added ('OK')	text/html	date:Sun,%2017%20May%202009%2000:12:18%20GMT	http://www.premioartecultura.it/galley04_c.htm	www.premioartecultura.it/galley04_c.html	(from http://www.premioartecultura.it/index04.htm)
22:21:55	2653/2653	---M--	200	added ('OK')	text/html	date:Sun,%2017%20May%202009%2000:12:17%20GMT	http://www.premioartecultura.it/galley04.htm	www.premioartecultura.it/galley04.html	(from http://www.premioartecultura.it/index04.htm)
22:21:58	3267/3267	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20May%202009%2000:11:22%20GMT	http://www.premioartecultura.it/img/edizione2005s.jpg	www.premioartecultura.it/img/edizione2005s.jpg	(from http://www.premioartecultura.it/index05.htm)
22:21:59	1571/1571	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Mar%202007%2011:49:35%20GMT	http://www.premioartecultura.it/img/2005.jpg	www.premioartecultura.it/img/2005.jpg	(from http://www.premioartecultura.it/index05.htm)
22:22:00	61023/61023	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Mar%202007%2011:50:04%20GMT	http://www.premioartecultura.it/img/premio2004.jpg	www.premioartecultura.it/img/premio2004.jpg	(from http://www.premioartecultura.it/index04.htm)
22:22:00	12488/12488	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:11:37%20GMT	http://www.premioartecultura.it/presentazione05.htm	www.premioartecultura.it/presentazione05.html	(from http://www.premioartecultura.it/index05.htm)
22:22:01	14358/14358	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:11:42%20GMT	http://www.premioartecultura.it/regolamento05.htm	www.premioartecultura.it/regolamento05.html	(from http://www.premioartecultura.it/index05.htm)
22:22:02	9121/9121	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:11:06%20GMT	http://www.premioartecultura.it/giuria05.htm	www.premioartecultura.it/giuria05.html	(from http://www.premioartecultura.it/index05.htm)
22:22:02	8027/8027	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:10:56%20GMT	http://www.premioartecultura.it/comitato05.htm	www.premioartecultura.it/comitato05.html	(from http://www.premioartecultura.it/index05.htm)
22:22:03	8371/8371	---M--	200	added ('OK')	text/html	date:Fri,%2003%20Oct%202008%2014:07:10%20GMT	http://www.premioartecultura.it/patrocini05.htm	www.premioartecultura.it/patrocini05.html	(from http://www.premioartecultura.it/index05.htm)
22:22:04	10363/10363	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:11:49%20GMT	http://www.premioartecultura.it/vincitore05.htm	www.premioartecultura.it/vincitore05.html	(from http://www.premioartecultura.it/index05.htm)
22:22:05	14008/14008	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:11:30%20GMT	http://www.premioartecultura.it/premi05.htm	www.premioartecultura.it/premi05.html	(from http://www.premioartecultura.it/index05.htm)
22:22:06	2653/2653	---M--	200	added ('OK')	text/html	date:Sun,%2017%20May%202009%2000:12:18%20GMT	http://www.premioartecultura.it/galley05.htm	www.premioartecultura.it/galley05.html	(from http://www.premioartecultura.it/index05.htm)
22:22:09	2666/2666	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20May%202009%2000:11:23%20GMT	http://www.premioartecultura.it/img/edizione2006s.jpg	www.premioartecultura.it/img/edizione2006s.jpg	(from http://www.premioartecultura.it/index06.htm)
22:22:11	1598/1598	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Mar%202007%2011:49:52%20GMT	http://www.premioartecultura.it/img/hp_bagnaia_r2_c5.jpg	www.premioartecultura.it/img/hp_bagnaia_r2_c5.jpg	(from http://www.premioartecultura.it/index06.htm)
22:22:13	71618/71618	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Mar%202007%2011:50:05%20GMT	http://www.premioartecultura.it/img/premio2005.jpg	www.premioartecultura.it/img/premio2005.jpg	(from http://www.premioartecultura.it/index05.htm)
22:22:13	13665/13665	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:11:38%20GMT	http://www.premioartecultura.it/presentazione06.htm	www.premioartecultura.it/presentazione06.html	(from http://www.premioartecultura.it/index06.htm)
22:22:13	14950/14950	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:11:43%20GMT	http://www.premioartecultura.it/regolamento06.htm	www.premioartecultura.it/regolamento06.html	(from http://www.premioartecultura.it/index06.htm)
22:22:15	11874/11874	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:11:07%20GMT	http://www.premioartecultura.it/giuria06.htm	www.premioartecultura.it/giuria06.html	(from http://www.premioartecultura.it/index06.htm)
22:22:15	10865/10865	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:10:57%20GMT	http://www.premioartecultura.it/comitato06.htm	www.premioartecultura.it/comitato06.html	(from http://www.premioartecultura.it/index06.htm)
22:22:16	9417/9417	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:11:24%20GMT	http://www.premioartecultura.it/patronato06.htm	www.premioartecultura.it/patronato06.html	(from http://www.premioartecultura.it/index06.htm)
22:22:17	10320/10320	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:10:50%20GMT	http://www.premioartecultura.it/candidati06.htm	www.premioartecultura.it/candidati06.html	(from http://www.premioartecultura.it/index06.htm)
22:22:18	166/166	---M--	200	added ('OK')	image/gif	date:Tue,%2027%20Mar%202007%2011:49:50%20GMT	http://www.premioartecultura.it/img/hp_bagnaia_r16_c5.gif	www.premioartecultura.it/img/hp_bagnaia_r16_c5.gif	(from http://www.premioartecultura.it/index06.htm)
22:22:19	18259/18259	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:11:50%20GMT	http://www.premioartecultura.it/vincitore06.htm	www.premioartecultura.it/vincitore06.html	(from http://www.premioartecultura.it/index06.htm)
22:22:20	9293/9293	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:11:33%20GMT	http://www.premioartecultura.it/premio06.htm	www.premioartecultura.it/premio06.html	(from http://www.premioartecultura.it/index06.htm)
22:22:21	2655/2655	---M--	200	added ('OK')	text/html	date:Sun,%2017%20May%202009%2000:12:19%20GMT	http://www.premioartecultura.it/galley06_c.htm	www.premioartecultura.it/galley06_c.html	(from http://www.premioartecultura.it/index06.htm)
22:22:22	2653/2653	---M--	200	added ('OK')	text/html	date:Sun,%2017%20May%202009%2000:12:19%20GMT	http://www.premioartecultura.it/galley06.htm	www.premioartecultura.it/galley06.html	(from http://www.premioartecultura.it/index06.htm)
22:22:23	19000/19000	---M--	200	added ('OK')	text/html	date:Mon,%2029%20Sep%202008%2016:16:03%20GMT	http://www.premioartecultura.it/biografia05.htm	www.premioartecultura.it/biografia05.html	(from http://www.premioartecultura.it/index06.htm)
22:22:24	1481/1481	---M--	200	added ('OK')	image/gif	date:Tue,%2027%20Mar%202007%2011:49:53%20GMT	http://www.premioartecultura.it/img/hp_bagnaia_r21_c5.gif	www.premioartecultura.it/img/hp_bagnaia_r21_c5.gif	(from http://www.premioartecultura.it/index06.htm)
22:22:25	8551/8551	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Mar%202007%2011:49:54%20GMT	http://www.premioartecultura.it/img/hp_bagnaia_r25_c5.jpg	www.premioartecultura.it/img/hp_bagnaia_r25_c5.jpg	(from http://www.premioartecultura.it/index06.htm)
22:22:28	2553/2553	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20May%202009%2000:11:24%20GMT	http://www.premioartecultura.it/img/edizione2007s.jpg	www.premioartecultura.it/img/edizione2007s.jpg	(from http://www.premioartecultura.it/index07.htm)
22:22:29	1571/1571	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20May%202007%2017:06:10%20GMT	http://www.premioartecultura.it/img/2007.jpg	www.premioartecultura.it/img/2007.jpg	(from http://www.premioartecultura.it/index07.htm)
22:22:29	53322/53322	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Oct%202008%2014:08:31%20GMT	http://www.premioartecultura.it/img/home2006.jpg	www.premioartecultura.it/img/home2006.jpg	(from http://www.premioartecultura.it/index06.htm)
22:22:30	15068/15068	---M--	200	added ('OK')	text/html	date:Sun,%2017%20May%202009%2000:12:41%20GMT	http://www.premioartecultura.it/presentazione07.htm	www.premioartecultura.it/presentazione07.html	(from http://www.premioartecultura.it/index07.htm)
22:22:31	15081/15081	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Sep%202008%2014:14:37%20GMT	http://www.premioartecultura.it/regolamento07.htm	www.premioartecultura.it/regolamento07.html	(from http://www.premioartecultura.it/index07.htm)
22:22:31	9438/9438	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:11:08%20GMT	http://www.premioartecultura.it/giuria07.htm	www.premioartecultura.it/giuria07.html	(from http://www.premioartecultura.it/index07.htm)
22:22:33	8485/8485	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:10:57%20GMT	http://www.premioartecultura.it/comitato07.htm	www.premioartecultura.it/comitato07.html	(from http://www.premioartecultura.it/index07.htm)
22:22:33	9736/9736	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:11:25%20GMT	http://www.premioartecultura.it/patronato07.htm	www.premioartecultura.it/patronato07.html	(from http://www.premioartecultura.it/index07.htm)
22:22:34	9740/9740	---M--	200	added ('OK')	text/html	date:Fri,%2013%20May%202011%2008:10:51%20GMT	http://www.premioartecultura.it/candidati07.htm	www.premioartecultura.it/candidati07.html	(from http://www.premioartecultura.it/index07.htm)
